squirrel_id,grid_year,grid,yearn,experiment,mid,locx,locy,litter,nest,n_pups,date,julian_date,year,t_return,return_lat,t_move,m_return,observer,nest_type,cones_counts,mustelid_tracks,LRS,ARS,mom_age,predator,locX,month,locY,local.density,scaled_lat,males,dist,age_sq,litter_id,average_growth,scaled_julian_date,scaled_pups,scaled_density,latency_transformed
13228,JO_2017,JO,2017,preg GC,A4,A.0,4,1,2,2,5/21/17,141,nonmast,NA,420,NA,n,BMT/ARM,wb,0.294117647,19,2,0,5,low predator,1,5,4,2.071839496,0.735397158,1.318443316,0,25,7711,NA,-0.124300508,-0.61186946,0.404875844,0.687933323
13228,JO_2016,JO,2016,preg control,A4,A.0,4,1,1,3,3/29/16,89,nonmast,NA,420,NA,n,FVK,grass,0,19,2,0,5,low predator,1,3,4,0,0.735397158,0,0,25,7025,NA,-1.90082195,0.326427374,-0.653099482,0.687933323
20184,AG_2017,AG,2017,food,A14.,A.0,14.5,1,2,3,6/8/17,159,nonmast,NA,420,NA,n,MMS/MCS,wb,1.563492063,19,1,0,3,low predator,1,6,14.5,0,0.735397158,0,0.98488578,9,7766,NA,1.743334522,0.160363944,-1.028646157,0.687933323
20184,AG_2017,AG,2017,food,A14.,A.0,14.5,1,1,3,5/7/17,127,nonmast,402,402,472,y,JGR/JBF,grass,1.563492063,19,1,0,3,low predator,1,5,14.5,2.071839496,0.603420299,0.75339618,0.98488578,9,7766,NA,-0.003586288,0.160363944,0.388328028,0.593883023
21941,BT_2017,BT,2017,lac GC,A2.,A.0,2.5,1,2,1,6/14/17,165,nonmast,NA,420,NA,n,ZCF,wb,NA,19,0,0,3,low predator,1,6,2.5,0,0.735397158,0,NA,9,7940,NA,1.002229278,-2.018850232,-0.756036516,0.687933323
21941,BT_2017,BT,2017,lac GC,A2.,A.0,2.5,1,1,1,5/30/17,150,nonmast,NA,420,NA,n,SWK,grass,NA,19,0,0,3,low predator,1,5,2.5,2.260188541,0.735397158,0,NA,9,7940,NA,0.002083637,-2.018850232,1.069862995,0.687933323
22005,AG_2017,AG,2017,food,A2,A.0,2,1,2,2,5/23/17,143,nonmast,135,135,145,y,NA,grass,1.563492063,19,0,0,3,low predator,1,5,2,2.448537586,-1.35423644,1.318443316,0.2,9,7849,NA,0.869874117,-1.212752326,0.645959698,-1.192156249
22005,AG_2017,AG,2017,food,A2,A.0,2,1,1,2,4/24/17,114,nonmast,157,157,230,y,HLS/MJD,wb,1.563492063,19,0,0,3,low predator,1,4,2,0,-1.19293139,0,0.2,9,7849,NA,-0.713272867,-1.212752326,-1.028646157,-0.999164996
22108,AG_2017,AG,2017,food,A18,A.0,18,1,2,2,5/16/17,136,nonmast,NA,420,NA,n,NA,wb,1.563492063,19,1,1,2,low predator,1,5,18,3.390282811,0.735397158,1.506792361,0.2,4,8035,NA,0.48773519,-1.212752326,1.290038872,0.687933323
22108,AG_2017,AG,2017,food,A18,A.0,18,1,1,2,4/25/17,115,nonmast,NA,420,NA,n,NA,wb,1.563492063,19,1,1,2,low predator,1,4,18,0,0.735397158,0,0.2,4,8035,NA,-0.658681592,-1.212752326,-1.028646157,0.687933323
23869,RR_2019,RR,2019,rattle,A10.,A.0,10.5,2,1,6,8/14/19,226,mast,120,120,NA,y,LKE/SRT,cavity,NA,22,NA,NA,NA,low predator,1,8,10.5,0,-1.464217156,0,NA,NA,9376,NA,0.973430465,1.106162513,NA,-1.33292518
23869,RR_2019,RR,2019,rattle,A10.,A.0,10.5,1,1,5,6/29/19,180,mast,120,120,300,y,LKE,underground,NA,22,NA,NA,NA,low predator,1,6,10.5,0,-1.464217156,0,NA,NA,9230,NA,-0.534239616,0.100560228,NA,-1.33292518
13229,JO_2018,JO,2018,rattle,A4,A.0,4,1,2,3,5/24/18,144,nonmast,NA,420,NA,n,MKD,grass,15.68235294,26,3,NA,NA,low predator,1,5,4,1.318443316,0.735397158,0.75339618,1.5,NA,8684,NA,0.007127121,0.333668799,0.289734361,0.687933323
12082,AG_2016,AG,2016,food,A18,A.0,18,1,1,2,3/20/16,80,nonmast,NA,420,NA,n,CFH,bucket,0,32,3,0,6,low predator,1,3,18,0,0.735397158,0,NA,36,6935,NA,-1.403590781,-0.996879389,-0.478296817,0.687933323
12973,SU_2016,SU,2016,control,A17,A.0,17,1,2,2,5/26/16,147,nonmast,140,140,170,y,ZCF,wb,0,32,9,1,5,low predator,1,5,17,3.013584721,-1.317576202,1.506792361,0.1,25,6468,NA,1.664047482,-0.587136564,1.529668104,-1.146989466
12973,SU_2016,SU,2016,control,A17,A.0,17,1,1,2,5/5/16,126,nonmast,NA,420,NA,n,"DWI, BMT",NA,0,32,9,1,5,low predator,1,5,17,3.013584721,0.735397158,1.506792361,0.1,25,6468,NA,0.168778192,-0.587136564,1.529668104,0.687933323
13228,JO_2017,JO,2017,preg GC,A4,A.0,4,1,1,2,4/27/17,117,nonmast,106,106,122,y,HLS,grass,0.294117647,32,2,0,4,low predator,1,4,4,0,-1.566865824,0,0,16,7711,NA,-1.590625146,-0.61186946,-1.00665852,-1.472491296
13228,JO_2016,JO,2016,preg control,A4,A.0,4,1,2,3,4/22/16,113,nonmast,NA,420,NA,n,FVK,grass,0,32,2,0,4,low predator,1,4,4,0,0.735397158,0,0,16,7025,NA,0.00795323,0.326427374,-0.653099482,0.687933323
21294,KL_2016,KL,2016,control,A15.,A.0,15.5,1,2,2,5/21/16,142,nonmast,99,99,185,y,SWK,wb,0,32,1,1,2,low predator,1,5,15.5,3.201933766,-1.618190158,1.506792361,0.1,4,6655,NA,1.334267787,-0.508965669,0.857876586,-1.545736971
21294,KL_2016,KL,2016,control,A15.,A.0,15.5,1,1,2,4/26/16,117,nonmast,NA,420,NA,n,NA,NA,0,32,1,1,2,low predator,1,4,15.5,0,0.735397158,0,0.1,4,6655,NA,-0.54003288,-0.508965669,-0.91997051,0.687933323
10133,SU_2009,SU,2009,control,A3,A.0,3,1,2,3,7/4/09,185,nonmast,85,85,117,y,NA,NA,3.058139535,314,10,1,4,high predator,1,7,3,0.188349045,-1.720838826,0.188349045,3.551056181,16,4546,NA,0.424062676,-0.137198868,-0.391453523,-1.700451694
10133,SU_2009,SU,2009,control,A3,A.0,3,1,1,3,6/9/09,160,nonmast,NA,420,NA,n,NA,NA,3.058139535,314,10,1,4,high predator,1,6,3,0,0.735397158,0,0.3,16,4546,NA,-0.761638885,-0.137198868,-0.903354284,0.687933323
10735,SU_2009,SU,2009,control,A19,A.0,19,1,2,3,7/5/09,186,nonmast,NA,NA,NA,y,NA,NA,3.058139535,314,0,0,2,high predator,1,7,19,0,NA,0,0.2,4,4555,NA,0.471490738,-0.137198868,-0.903354284,NA
10735,SU_2009,SU,2009,control,A19,A.0,19,1,1,3,6/8/09,159,nonmast,133,133,260,y,NA,NA,3.058139535,314,0,0,2,high predator,1,6,19,0.188349045,-1.368900535,0.188349045,0.2,4,4555,NA,-0.809066947,-0.137198868,-0.391453523,-1.210456758
8680,KL_2008,KL,2008,control,A8,A.0,8,1,2,3,5/26/08,147,nonmast,9,9,53,y,NA,NA,38.53571429,329,0,0,2,high predator,1,5,8,2.636886631,-2.278074452,2.071839496,1.118033989,4,4181,NA,0.875365306,-0.052015649,1.920309426,-3.018013901
8727,KL_2008,KL,2008,control,A10.,A.0,10.5,1,2,2,5/22/08,143,nonmast,NA,420,NA,n,NA,NA,38.53571429,329,8,0,4,high predator,1,5,10.5,2.071839496,0.735397158,1.506792361,1.13137085,16,4182,NA,0.681990722,-1.508453811,1.322879827,0.687933323
8727,KL_2008,KL,2008,control,A10.,A.0,10.5,1,1,4,4/28/08,119,nonmast,NA,420,NA,n,NA,NA,38.53571429,329,8,0,4,high predator,1,4,10.5,0,0.735397158,0,1.13137085,16,4182,NA,-0.478256785,1.404422514,-0.86769537,0.687933323
24265,BT_2020,BT,2020,chickadee,B1.,B.0,1.5,1,1,3,5/4/20,125,nonmast,NA,420,NA,n,AMS,bucket,NA,13,0,0,1,low predator,2,5,1.5,0.941745225,0.735397158,0,NA,1,9777,NA,NA,0.5,0.303915336,0.687933323
20182,AG_2017,AG,2017,food,B14.,B.0,14.5,1,1,4,4/18/17,108,nonmast,173,173,173,y,HLS/SSJ/EEM,grass,1.563492063,19,3,2,3,low predator,2,4,14.5,0,-1.075618627,0,0.3,9,8027,NA,-1.040820519,1.533480213,-1.028646157,-0.867191021
20182,AG_2016,AG,2016,food,B14.,B.0,14.5,1,2,3,4/30/16,121,nonmast,NA,420,NA,n,ERS,bucket,0,19,3,2,3,low predator,2,4,14.5,0,0.735397158,0,0.3,9,7035,NA,0.825149695,0.218067366,-0.478296817,0.687933323
20628,KL_2017,KL,2017,control,B15.,B.0,15.5,1,2,3,6/7/17,158,nonmast,99,99,122,y,HLS,wb,1.142857143,19,NA,0,3,low predator,2,6,15.5,0,-1.618190158,0,0.223606798,9,7790,NA,0.896055998,0.304666329,-1.081101161,-1.545736971
20628,KL_2017,KL,2017,control,B15.,B.0,15.5,1,1,3,5/23/17,143,nonmast,155,155,240,y,HLS/MJD,wb,1.142857143,19,NA,0,3,low predator,2,5,15.5,3.578631857,-1.207595486,1.695141406,0.223606798,9,7790,NA,-0.132067955,0.304666329,1.342432089,-1.016126036
21953,BT_2017,BT,2017,lac GC,B1.,B.0,1.5,1,2,3,6/8/17,159,nonmast,NA,420,NA,n,ZCF,wb,NA,19,0,0,3,low predator,2,6,1.5,0,0.735397158,0,NA,9,8136,NA,0.602171021,0.330357311,-0.756036516,0.687933323
21953,BT_2017,BT,2017,lac GC,B1.,B.0,1.5,1,1,3,5/14/17,134,nonmast,NA,420,NA,n,HLS/JBF,grass,NA,19,0,0,3,low predator,2,5,1.5,2.071839496,0.735397158,0,NA,9,8136,NA,-1.06473838,0.330357311,0.917704702,0.687933323
23931,RR_2019,RR,2019,rattle,B2,B.0,2,1,1,5,6/24/19,175,mast,NA,420,NA,n,SRT,grass,NA,22,NA,NA,NA,low predator,2,6,2,0,0.735397158,0,NA,NA,9268,NA,-0.698116798,0.100560228,NA,0.687933323
11976,SU_2016,SU,2016,control,B1.,B.0,1.5,1,1,1,4/17/16,108,nonmast,100,100,120,y,JGR,grass,0,32,12,0,6,low predator,2,4,1.5,0,-1.61085811,0,0.1,36,6440,NA,-1.112881201,-2.028289948,-1.041602795,-1.535118246
19769,KL_2016,KL,2016,control,B2,B.0,2,1,2,3,5/16/16,137,nonmast,58,58,80,y,SWK,grass,0,32,4,1,3,low predator,2,5,2,3.013584721,-1.918804114,1.318443316,0.1,9,6526,NA,0.959407654,1.119724473,0.753297345,-2.040198203
19769,KL_2016,KL,2016,control,B2,B.0,2,1,1,3,4/23/16,114,nonmast,331,331,355,y,EBC,wb,0,32,4,1,3,low predator,2,4,2,0,0.082844911,0,0.1,9,6526,NA,-0.76494896,1.119724473,-0.91997051,0.200591078
20182,AG_2017,AG,2017,food,B14.,B.0,14.5,1,2,4,5/11/17,131,nonmast,68,68,72,y,HLS/MCS,cavity,1.563492063,32,3,1,2,low predator,2,5,14.5,2.825235676,-1.845483637,0.75339618,0.3,4,8027,NA,0.214778813,1.533480213,0.903591368,-1.906644777
21943,BT_2016,BT,2016,control,B3.,B.0,3.5,1,2,3,5/21/16,142,nonmast,NA,420,NA,n,DWI,wb,NA,32,0,0,2,low predator,2,5,3.5,2.636886631,0.735397158,0,NA,4,7004,NA,1.327591865,0.755928946,0.776958797,0.687933323
21943,BT_2016,BT,2016,control,B3.,B.0,3.5,1,1,3,5/2/16,123,nonmast,NA,420,NA,n,SWK,grass,NA,32,0,0,2,low predator,2,5,3.5,2.636886631,0.735397158,0,NA,4,7004,NA,0.109869672,0.755928946,0.776958797,0.687933323
22028,BT_2021,BT,2021,chickadee,B3.,B.0,3.3,1,2,2,7/11/21,192,nonmast,NA,420,NA,n,MDM/SEL,grass,NA,36,NA,0,2,low predator,2,7,3.3,0,0.735397158,0,NA,4,9825,NA,1.944970068,-1.763834207,-0.426401433,0.687933323
13666,SU_2009,SU,2009,control,B7.,B.0,7.5,1,2,4,7/15/09,196,nonmast,121,121,129,y,NA,NA,3.058139535,314,18,3,2,high predator,2,7,7.5,0.37669809,-1.456885108,0.188349045,2.745906044,4,4560,NA,0.945771362,1.028991511,0.120447238,-1.32327601
13666,SU_2009,SU,2009,control,B7.,B.0,7.5,1,1,4,6/22/09,173,nonmast,45,45,60,y,NA,NA,3.058139535,314,18,3,2,high predator,2,6,7.5,0.188349045,-2.014120734,0.188349045,0.223606798,4,4560,NA,-0.145074073,1.028991511,-0.391453523,-2.232459687
10183,KL_2008,KL,2008,control,B2,B.0,2,1,1,3,4/15/08,106,nonmast,64,64,NA,y,rwt,NA,38.53571429,329,7,0,3,high predator,2,4,2,0,-1.874811828,0,1.118033989,9,4192,NA,-1.106724184,-0.052015649,-0.86769537,-1.958802719
20225,AG_2017,AG,2017,food,C6,C.0,6,1,2,3,5/10/17,130,nonmast,130,130,165,y,EEM/SSJ/HLS,grass,1.563492063,19,1,1,3,low predator,3,5,6,2.448537586,-1.390896679,1.13009427,0,9,8028,NA,0.160187538,0.160363944,0.645959698,-1.238167491
20225,AG_2017,AG,2017,food,C6,C.0,6,1,1,3,4/19/17,109,nonmast,69,69,69,y,EEM/SSJ/HLS,grass,1.563492063,19,1,1,3,low predator,3,4,6,0,-1.838151589,0,0,9,8028,NA,-0.986229244,0.160363944,-1.028646157,-1.893846834
20225,AG_2017,AG,2017,food,C6,C.0,6,1,1,3,4/18/17,108,nonmast,NA,420,NA,n,HLS/AJM,bucket,1.563492063,19,1,1,3,low predator,3,4,6,0,0.735397158,0,0,9,8028,NA,-1.040820519,0.160363944,-1.028646157,0.687933323
20440,JO_2018,JO,2018,rattle,C1.,C.0,1.5,1,2,3,5/20/18,140,nonmast,NA,NA,NA,y,JMG,grass,15.68235294,19,0,0,3,low predator,3,5,1.5,1.695141406,NA,0.75339618,0.223606798,9,8748,NA,-0.201935096,0.333668799,0.616614153,NA
20440,JO_2017,JO,2017,preg control,C1.,C.0,1.5,1,1,2,5/22/17,142,nonmast,118,118,237,y,MMS/MJF,wb,0.294117647,19,0,0,3,low predator,3,5,1.5,2.071839496,-1.478881251,1.318443316,0.223606798,9,7785,NA,-0.063203648,-0.61186946,0.404875844,-1.352344897
21396,KL_2016,KL,2016,control,C8.,C.0,8.5,1,1,3,4/30/16,121,nonmast,NA,420,NA,n,yS,NA,0,19,0,0,3,low predator,3,4,8.5,0,0.735397158,0,1.029563014,9,6665,NA,-0.240144773,1.119724473,-0.91997051,0.687933323
21578,KL_2017,KL,2017,control,C2.,C.0,2.5,1,2,2,6/12/17,163,nonmast,NA,420,NA,n,MMS/ZCF,cavity,1.142857143,19,1,0,2,low predator,3,6,2.5,0,0.735397158,0,0.2,4,8138,1.711111111,1.238763982,-1.083258059,-1.081101161,0.687933323
21578,KL_2017,KL,2017,control,C2.,C.0,2.5,1,1,2,5/14/17,134,nonmast,305,305,365,y,MCS/JBF,wb,1.142857143,19,1,0,2,low predator,3,5,2.5,2.448537586,-0.107788329,1.318443316,0.2,4,8138,1.711111111,-0.748942327,-1.083258059,0.577105799,0.046124997
21910,KL_2017,KL,2017,control,C17,C.0,17,1,2,3,6/11/17,162,nonmast,49,49,60,y,MCS/MJD,grass,1.142857143,19,0,0,3,low predator,3,6,17,0,-1.984792543,0,0.2,9,7842,NA,1.170222385,0.304666329,-1.081101161,-2.170644955
21910,KL_2016,KL,2016,control,C17.,C.0,17.5,1,2,2,5/12/16,133,nonmast,NA,420,NA,n,CFH,NA,0,19,0,0,3,low predator,3,5,17.5,2.071839496,0.735397158,1.13009427,0.3,9,6684,NA,0.659519547,-0.508965669,0.23040114,0.687933323
22013,AG_2017,AG,2017,food,C17.,C.0,17.5,1,1,3,5/2/17,122,nonmast,NA,420,NA,n,LEP,wb,1.563492063,19,0,0,3,low predator,3,5,17.5,3.955329947,0.735397158,1.506792361,0.1,9,8058,NA,-0.276542665,0.160363944,1.676486378,0.687933323
21944,BT_2019,BT,2019,chickadee,C2.,C.0,2.5,1,1,4,6/26/19,177,mast,NA,420,NA,n,LSM/SRT,wbr,NA,22,3,3,5,low predator,3,6,2.5,0,0.735397158,0,NA,25,9120,NA,0.414780678,1.154700538,NA,0.687933323
23858,RR_2019,RR,2019,rattle,C12,C.0,12,2,1,4,7/29/19,210,mast,NA,420,NA,n,ERS,NA,NA,22,NA,NA,NA,low predator,3,7,12,0,0.735397158,0,NA,NA,9338,NA,0.449023481,-0.905042056,NA,0.687933323
20440,JO_2018,JO,2018,rattle,C1.,C.0,1.5,1,1,3,4/29/18,119,nonmast,320,320,NA,y,JMG,bucket,15.68235294,26,0,0,4,low predator,3,4,1.5,0,0.002192387,0,0.223606798,16,8748,NA,-1.299511735,0.333668799,-0.85434491,0.136008519
20440,JO_2017,JO,2017,preg control,C1.,C.0,1.5,1,2,2,6/12/17,163,nonmast,NA,420,NA,n,ZCF/HLS,wb,0.294117647,26,0,0,4,low predator,3,6,1.5,0,0.735397158,0,0.223606798,16,7785,NA,1.21983041,-0.61186946,-1.00665852,0.687933323
21396,KL_2016,KL,2016,control,C8.,C.0,8.5,1,2,3,5/25/16,146,nonmast,NA,420,NA,n,FVK,wb,0,32,0,0,2,low predator,3,5,8.5,3.578631857,0.735397158,1.318443316,1.029563014,4,6665,NA,1.634155894,1.119724473,1.067035068,0.687933323
21910,KL_2017,KL,2017,control,C17,C.0,17,1,1,3,5/21/17,141,nonmast,NA,420,NA,n,ZCF/MJD,wb,1.142857143,32,0,0,2,low predator,3,5,17,2.825235676,0.735397158,1.318443316,0.2,4,7842,NA,-0.269151149,0.304666329,0.832214562,0.687933323
21910,KL_2016,KL,2016,control,C17.,C.0,17.5,1,1,2,4/17/16,108,nonmast,300,300,360,y,SBS,NA,0,32,0,0,2,low predator,3,4,17.5,0,-0.144448568,0,0.3,4,6684,NA,-1.21478112,-0.508965669,-0.91997051,0.015674556
25029,SU_2021,SU,2021,control,B.12.,C.0,11.3,1,2,3,6/21/21,172,nonmast,540,420,600,n,LLR,grass,7.554216867,36,1,1,2,low predator,3,6,11.3,0,0.735397158,0,0.943398113,4,9897,NA,0.680524589,NA,-0.577350269,0.687933323
25187,KL_2021,KL,2021,control,C13,C.0,13,1,2,4,5/22/21,142,nonmast,NA,420,NA,n,KAC,wbr,12.98809524,36,NA,NA,NA,low predator,3,5,13,1.318443316,0.735397158,0.37669809,NA,NA,9851,NA,-1.04431948,1.610879193,1.874192876,0.687933323
10183,KL_2009,KL,2009,control,C2.,C.0,2.5,1,2,4,6/19/09,170,nonmast,239,239,252,y,NA,NA,12.08333333,314,7,1,4,high predator,3,6,2.5,0.188349045,-0.591703478,0.188349045,1.208304597,16,4463,NA,0.327410018,0.970839191,-0.351988219,-0.378539111
10183,KL_2009,KL,2009,control,C2.,C.0,2.5,1,1,4,5/25/09,145,nonmast,10,10,27,y,NA,NA,12.08333333,314,7,1,4,high predator,3,5,2.5,1.318443316,-2.270742404,0.565047135,1.208304597,16,4463,NA,-1.020748879,0.970839191,1.535267762,-2.983636638
8733,KL_2008,KL,2008,control,C13,C.0,13,1,2,3,5/27/08,148,nonmast,220,220,240,y,NA,NA,38.53571429,329,0,0,3,high predator,3,5,13,1.883490451,-0.731012385,0.941745225,1.360147051,9,4184,1.658333333,0.923708952,-0.052015649,1.123736627,-0.511412464
8733,KL_2008,KL,2008,control,C13,C.0,13,1,1,3,5/3/08,124,nonmast,225,225,249,y,NA,NA,38.53571429,329,0,0,3,high predator,3,5,13,1.883490451,-0.694352146,0.941745225,1.360147051,9,4184,1.658333333,-0.236538554,-0.052015649,1.123736627,-0.475907064
25156,SU_2021,SU,2021,control,A17,A.2,17.2,1,1,3,5/31/21,151,nonmast,NA,420,NA,n,KAC,wbr,7.554216867,36,NA,0,2,low predator,3.2,5,17.2,0.37669809,0.735397158,0.188349045,2.209072203,4,9900,NA,-0.927214752,NA,0.577350269,0.687933323
12003,SU_2017,SU,2017,control,D2,D.0,2,1,2,2,6/13/17,164,nonmast,NA,420,NA,n,HLS/MJD,grass,1.542168675,19,3,1,7,low predator,4,6,2,0,0.735397158,0,0.141421356,49,7899,1.277777778,1.400335582,-0.850906436,-1.041331043,0.687933323
12003,SU_2016,SU,2016,control,D2,D.0,2,1,2,3,5/2/16,123,nonmast,NA,420,NA,n,SMK,NA,0,19,3,1,7,low predator,4,5,2,2.260188541,0.735397158,1.506792361,0.141421356,49,6442,NA,-0.044831707,0.85401682,0.88685038,0.687933323
19729,JO_2019,JO,2019,rattle,D3,D.0,3,1,NA,4,6/30/19,181,mast,NA,420,NA,n,LKE,underground,0.452380952,19,NA,0,4,low predator,4,6,3,0,0.735397158,0,14.94121816,16,9315,NA,-0.443323542,0,-0.267431852,0.687933323
19740,SU_2017,SU,2017,control,D7.,D.0,7.5,1,2,3,6/24/17,175,nonmast,NA,420,NA,n,HLS/MJD/JBF,wb,1.542168675,19,4,0,4,low predator,4,6,7.5,0,0.735397158,0,0.1,16,7907,NA,2.110325366,0.453816766,-1.041331043,0.687933323
19740,SU_2017,SU,2017,control,D7.,D.0,7.5,1,1,3,5/29/17,149,nonmast,NA,420,NA,n,nMI,grass,1.542168675,19,4,0,4,low predator,4,5,7.5,3.201933766,0.735397158,2.260188541,0.1,16,7907,NA,0.432167695,0.453816766,2.043217728,0.687933323
22024,AG_2017,AG,2017,food,D7,D.0,7,1,2,3,5/30/17,150,nonmast,220,220,240,y,HLS/MJD,grass,1.563492063,19,0,0,2,low predator,4,5,7,2.260188541,-0.731012385,0.941745225,0,4,7854,NA,1.252013044,0.160363944,0.517143863,-0.511412464
22024,AG_2017,AG,2017,food,D7,D.0,7,1,1,3,5/8/17,128,nonmast,NA,420,NA,n,nKP/ARM,wb,1.563492063,19,0,0,2,low predator,4,5,7,2.260188541,0.735397158,0.941745225,0,4,7854,NA,0.051004987,0.160363944,0.517143863,0.687933323
20439,JO_2018,JO,2018,rattle,D0.,D.0,0.5,1,2,3,5/21/18,141,nonmast,30,30,160,y,JMG,grass,15.68235294,26,0,0,4,low predator,4,5,0.5,1.695141406,-2.12410145,0.941745225,0,16,8747,NA,-0.149669542,0.333668799,0.616614153,-2.493232895
20439,JO_2018,JO,2018,rattle,D0.,D.0,0.5,1,1,3,4/28/18,118,nonmast,NA,420,NA,n,ERI,grass,15.68235294,26,0,0,4,low predator,4,4,0.5,0,0.735397158,0,0,16,8747,NA,-1.351777289,0.333668799,-0.85434491,0.687933323
12003,SU_2017,SU,2017,control,D2,D.0,2,1,1,2,5/21/17,141,nonmast,96,96,376,y,MMS/MJT,grass,1.542168675,32,3,1,6,low predator,4,5,2,2.260188541,-1.640186301,1.506792361,0.141421356,36,7899,1.277777778,-0.084188512,-0.850906436,1.135997501,-1.577919069
13288,KL_2016,KL,2016,control,D17.,D.0,17.5,1,2,2,5/16/16,137,nonmast,146,146,180,y,JST,grass,0,32,5,0,4,low predator,4,5,17.5,3.013584721,-1.273583915,1.318443316,0.2,16,6483,NA,0.959407654,-0.508965669,0.753297345,-1.093841128
13288,KL_2016,KL,2016,control,D17.,D.0,17.5,1,1,2,4/20/16,111,nonmast,NA,420,NA,n,JGR,wb,0,32,5,0,4,low predator,4,4,17.5,0,0.735397158,0,0.2,16,6483,NA,-0.98986504,-0.508965669,-0.91997051,0.687933323
21935,BT_2016,BT,2016,control,D3.,D.0,3.5,1,2,3,5/21/16,142,nonmast,NA,420,NA,n,DWI,NA,NA,32,0,0,2,low predator,4,5,3.5,3.390282811,0.735397158,0,NA,4,6686,NA,1.327591865,0.755928946,1.271387122,0.687933323
10408,KL_2009,KL,2009,control,D3.,D.0,3.5,1,1,3,6/2/09,153,nonmast,NA,420,NA,n,NA,NA,12.08333333,314,3,0,2,high predator,4,6,3.5,0.188349045,0.735397158,0.188349045,0,4,4475,NA,-0.589338032,-0.485419596,-0.351988219,0.687933323
10408,KL_2008,KL,2008,control,D3.,D.0,3.5,1,2,3,5/19/08,140,nonmast,135,135,165,y,NA,NA,38.53571429,329,3,1,1,high predator,4,5,3.5,2.825235676,-1.35423644,1.506792361,0,1,4203,1.534615385,0.536959783,-0.052015649,2.119452626,-1.192156249
10408,KL_2008,KL,2008,control,D3.,D.0,3.5,1,1,3,4/23/08,114,nonmast,NA,420,NA,n,NA,NA,38.53571429,329,3,1,1,high predator,4,4,3.5,0.188349045,0.735397158,0,0,1,4203,1.534615385,-0.719975015,-0.052015649,-0.668552171,0.687933323
24383,JO_2020,JO,2020,rattle,E1.,E.0,1.4,1,1,3,4/13/20,104,nonmast,360,360,NA,y,AMS,grass,374.2142857,13,NA,NA,1,low predator,5,4,1.4,0,0.295474295,0,0.2,1,9755,NA,-0.627160684,-0.601425472,-0.444023257,0.36588322
11998,SU_2017,SU,2017,control,E12.,E.0,12.5,1,2,3,6/7/17,158,nonmast,NA,420,NA,n,SWK/MMS/MJD,grass,1.542168675,19,23,1,7,low predator,5,6,12.5,0,0.735397158,0,0.1,49,7692,NA,1.013068427,0.453816766,-1.041331043,0.687933323
11998,SU_2017,SU,2017,control,E12.,E.0,12.5,1,1,3,5/16/17,136,nonmast,NA,420,NA,n,ZCF/nMI/LEP,wb,1.542168675,19,23,1,7,low predator,5,5,12.5,2.636886631,0.735397158,1.883490451,0.1,49,7692,NA,-0.406911141,0.453816766,1.498885592,0.687933323
13438,SU_2017,SU,2017,control,E11.,E.0,11.5,1,2,3,6/8/17,159,nonmast,NA,420,NA,n,JBF/nMI,grass,1.542168675,19,0,0,5,low predator,5,6,11.5,0,0.735397158,0,0,25,7719,NA,1.077612953,0.453816766,-1.041331043,0.687933323
13438,SU_2017,SU,2017,control,E11.,E.0,11.5,1,1,3,5/14/17,134,nonmast,NA,420,NA,n,SWK/MMS/MJD,wb,1.542168675,19,0,0,5,low predator,5,5,11.5,2.825235676,0.735397158,1.883490451,0,25,7719,NA,-0.536000193,0.453816766,1.680329637,0.687933323
20241,JO_2017,JO,2017,lac control,E12.,E.0,12.5,1,2,3,5/30/17,150,nonmast,NA,420,NA,n,ARM/AJM/nKP,grass,0.294117647,19,0,0,3,low predator,5,5,12.5,2.825235676,0.735397158,1.883490451,0.141421356,9,7912,NA,0.425571231,0.866815069,0.918161067,0.687933323
20241,JO_2017,JO,2017,lac control,E12.,E.0,12.5,1,1,3,5/2/17,122,nonmast,NA,420,NA,n,ARM/AJM/nKP,grass,0.294117647,19,0,0,3,low predator,5,5,12.5,2.825235676,0.735397158,1.883490451,0.141421356,9,7912,NA,-1.285140846,0.866815069,0.918161067,0.687933323
22144,AG_2017,AG,2017,food,E8.,E.0,8.5,1,2,3,5/28/17,148,nonmast,NA,420,NA,n,SWK,wb,1.563492063,19,0,0,1,low predator,5,5,8.5,2.260188541,0.735397158,0.75339618,0.2,1,7956,NA,1.142830494,0.160363944,0.517143863,0.687933323
22144,AG_2017,AG,2017,food,E8.,E.0,8.5,1,1,3,5/4/17,124,nonmast,NA,420,NA,n,LEP/ZCF,wb,1.563492063,19,0,0,1,low predator,5,5,8.5,2.260188541,0.735397158,0.75339618,0.2,1,7956,NA,-0.167360114,0.160363944,0.517143863,0.687933323
23196,JO_2018,JO,2018,rattle,E14,E.0,14,1,2,2,6/11/18,162,nonmast,NA,420,NA,n,MKD,wbr,15.68235294,26,NA,NA,2,low predator,5,6,14,0,0.735397158,0,0.1,4,8892,NA,0.947907097,-0.889783465,-0.85434491,0.687933323
21359,KL_2016,KL,2016,control,E13,E.0,13,1,2,1,5/11/16,132,nonmast,NA,420,NA,n,DWI,NA,0,32,0,0,2,low predator,5,5,13,3.766980902,0.735397158,2.260188541,0,4,6961,NA,0.584547521,-2.137655811,1.171614309,0.687933323
